Cust id,Age,Gender,Profession,Salary,Expenditure Allowance,No.of ppl in family,Recency,Frequency,Monetary Value,Frequently purchased product,Average views of the product,Spending score
2845,54,Male,Doctor,215159,71103,5,72,21,8882,Product B,1.896901641,60
2846,38,Male,Doctor,145439,73038,7,40,14,8500,Product E,1.588303741,46
2847,34,Male,Engineer,35841,69830,8,100,22,5735,Product D,6.237718711,59
2848,27,Male,Engineer,293672,74461,7,74,3,8445,Product B,3.531584618,53
2849,46,Female,Doctor,123420,47453,7,66,9,9485,Product C,6.548336606,56
2850,47,Female,Engineer,34963,55001,1,35,13,7248,Product B,4.161665785,40
2851,34,Male,Manager,210991,56369,7,5,17,3812,Product A,1.115452903,20
2852,41,Male,Engineer,87732,17097,2,93,23,3883,Product B,5.109608056,51
2853,53,Female,Teacher,116873,28410,7,14,11,9739,Product C,6.257518373,40
2854,46,Female,Manager,195576,18987,10,16,12,3211,Product B,6.503560096,20
2855,45,Female,Engineer,153711,73876,6,51,1,4637,Product A,2.972409378,32
2856,41,Female,Engineer,191206,67225,4,98,23,3570,Product D,0.026015631,52
2857,18,Female,Manager,180970,59267,6,71,25,7249,Product A,5.332235446,56
2858,60,Female,Manager,66030,17248,4,44,21,1961,Product D,7.403072917,28
2859,50,Male,Engineer,144289,74339,10,15,21,3640,Product A,2.822961165,24
2860,42,Male,Teacher,46252,20718,5,37,9,1618,Product B,2.009735415,20
2861,37,Female,Engineer,219916,69561,7,58,20,8314,Product A,8.946068591,53
2862,60,Male,Doctor,182577,48188,7,23,15,4088,Product E,7.943722844,26
2863,23,Male,Teacher,288944,18005,7,38,10,1698,Product D,7.473561207,21
2864,18,Male,Teacher,47686,47955,4,45,24,5307,Product D,5.309769146,40
2865,35,Male,Doctor,194029,73950,5,82,4,4896,Product D,7.737580692,44
2866,61,Male,Doctor,150472,44023,8,49,17,7090,Product C,6.072039697,45
2867,61,Female,Teacher,195743,72106,1,9,18,9995,Product B,6.217079658,42
2868,26,Female,Engineer,271902,54719,4,86,19,2355,Product B,1.801904984,42
2869,39,Male,Manager,141934,46016,1,24,14,4882,Product E,0.314454212,28
2870,19,Male,Engineer,123548,48770,6,27,23,9553,Product E,1.394364072,48
2871,38,Female,Doctor,36483,43762,9,18,2,9815,Product E,5.27303461,39
2872,41,Female,Teacher,162522,47409,7,28,11,9953,Product A,0.341385814,46
2873,30,Male,Doctor,109229,29962,1,69,10,7407,Product D,5.372753479,51
2874,39,Male,Doctor,240418,73422,8,67,6,9377,Product C,6.108268652,55
2875,39,Male,Engineer,50386,50528,1,66,12,4406,Product D,3.222022287,40
2876,34,Male,Engineer,115476,25199,4,73,5,4707,Product A,6.571720803,41
2877,29,Male,Manager,52391,26571,4,21,24,7949,Product D,2.974386137,41
2878,20,Female,Manager,279326,17873,3,18,15,1148,Product C,4.248160876,14
2879,23,Female,Manager,236707,74793,8,36,1,6831,Product C,6.303921631,35
2880,30,Male,Teacher,40492,72425,2,19,16,1887,Product B,1.576595297,17
2881,45,Female,Doctor,245417,61043,1,94,9,8052,Product B,0.612252783,61
2882,26,Male,Teacher,109531,67823,5,31,11,4609,Product A,1.706342974,29
2883,41,Male,Teacher,265905,16256,4,37,16,2622,Product B,5.036960033,26
2884,21,Female,Doctor,46849,27277,1,39,0,5373,Product C,7.307147976,30
2885,19,Male,Doctor,231533,45936,3,98,9,5595,Product E,1.501727144,54
2886,28,Male,Engineer,133543,44113,3,92,23,8068,Product C,6.300443592,65
2887,59,Male,Doctor,98290,51026,7,86,18,3047,Product D,5.504006971,44
2888,42,Male,Engineer,122932,25166,2,61,25,3519,Product D,9.379148516,40
2889,65,Female,Engineer,33166,41965,5,69,9,5729,Product D,7.079221215,45
2890,36,Male,Manager,182259,27893,9,18,24,7507,Product B,7.285671474,39
2891,65,Female,Teacher,105838,24414,9,23,12,5140,Product A,8.130424693,28
2892,35,Male,Doctor,251059,29724,9,20,7,8302,Product C,7.110628284,36
2893,41,Female,Manager,45589,54159,10,53,1,8427,Product C,2.460516268,46
2894,56,Female,Manager,195281,50109,1,92,13,6286,Product D,5.285926586,55
2895,29,Female,Teacher,192410,18087,6,63,21,6562,Product E,3.024143855,49
2896,26,Female,Engineer,221932,41046,4,76,0,7872,Product E,7.636825923,51
2897,27,Male,Teacher,233081,67914,1,11,24,7010,Product A,0.454012453,35
2898,57,Male,Engineer,194123,65907,9,42,10,2174,Product A,3.295538126,24
2899,61,Male,Teacher,218810,35499,9,20,16,8227,Product A,5.643912382,39
2900,29,Male,Teacher,112052,74699,8,8,23,1033,Product E,5.551973193,13
2901,53,Female,Teacher,166393,59675,9,38,14,6001,Product D,0.408161258,37
2902,41,Male,Teacher,215792,48271,8,46,18,1778,Product A,1.586226357,27
2903,28,Female,Manager,234140,72630,6,5,13,7168,Product B,1.090264627,29
2904,45,Female,Engineer,277117,67719,6,96,5,8061,Product A,5.189263194,60
2905,42,Male,Teacher,216253,70514,6,48,11,2398,Product B,7.799710574,27
2906,21,Female,Teacher,270808,24654,9,48,15,1731,Product A,5.542738451,26
2907,50,Female,Teacher,166202,65359,7,95,5,7617,Product D,6.21940915,58
2908,21,Female,Teacher,90835,32566,2,43,23,7000,Product E,0.696609744,45
2909,65,Female,Engineer,257358,19217,7,64,22,1490,Product E,9.211814789,33
2910,46,Female,Doctor,215254,32695,10,64,9,9172,Product D,4.017444946,54
2911,21,Female,Doctor,68625,39104,8,16,4,4378,Product A,3.767323068,21
2912,31,Female,Teacher,158481,33742,5,57,7,4946,Product E,1.524162572,37
2913,33,Female,Engineer,228431,54371,8,48,21,4757,Product A,8.843105212,38
2914,63,Male,Teacher,152954,58301,8,64,4,8211,Product D,9.668443337,50
2915,33,Male,Engineer,102239,49657,7,85,19,5721,Product B,3.898960036,53
2916,55,Male,Engineer,164350,71558,10,68,1,4614,Product B,6.965044932,38
2917,62,Female,Manager,136328,22311,2,32,16,4005,Product B,1.006729623,29
2918,25,Female,Doctor,159182,15939,4,78,1,2761,Product D,2.051778998,35
2919,21,Male,Manager,175720,21977,9,46,24,5590,Product E,9.541817995,41
2920,36,Female,Doctor,51295,35033,5,38,10,2648,Product B,0.838504336,24
2921,48,Female,Teacher,264235,63802,8,84,21,5832,Product B,8.527954332,54
2922,55,Female,Doctor,144260,20385,7,84,6,4767,Product E,9.792780324,45
2923,23,Female,Doctor,278074,34218,6,30,1,4875,Product A,8.786463809,26
2924,38,Female,Teacher,90318,24275,4,62,11,3891,Product E,4.381016764,37
2925,31,Female,Teacher,204598,37908,2,45,16,6762,Product E,1.538364663,42
2926,47,Male,Engineer,83907,57395,10,29,18,6779,Product C,3.760803773,38
2927,56,Male,Engineer,226974,62007,5,68,0,8154,Product D,3.89956571,49
2928,47,Female,Manager,64730,32330,9,33,1,7130,Product D,9.218381488,35
2929,22,Female,Doctor,180916,31235,3,75,6,2934,Product C,5.906915848,36
2930,38,Female,Doctor,188039,20351,7,84,0,7259,Product B,5.156663992,52
2931,61,Female,Doctor,153117,15776,6,63,18,3934,Product B,5.309987308,40
2932,56,Male,Teacher,153334,73639,4,88,1,1917,Product B,6.31190548,36
2933,55,Female,Manager,221652,44004,4,31,10,4495,Product D,4.339493159,28
2934,47,Male,Engineer,251122,59182,9,51,15,3430,Product C,5.329660336,33
2935,44,Male,Teacher,157994,43665,2,64,11,4377,Product C,0.675556579,39
2936,62,Male,Doctor,295399,52585,8,28,0,7011,Product C,0.45645573,32
2937,63,Female,Engineer,287664,48324,4,85,14,1023,Product C,8.748700205,36
2938,41,Male,Engineer,291873,27846,3,47,16,6244,Product B,6.226861372,41
2939,48,Male,Doctor,274891,55470,2,91,13,4818,Product B,4.263502675,50
2940,65,Male,Engineer,120840,47315,2,8,2,5061,Product B,4.417884286,20
2941,28,Female,Manager,253817,16358,1,34,12,4449,Product A,0.521739092,30
2942,49,Male,Teacher,176998,56400,8,3,9,5428,Product D,7.341746141,22
2943,48,Female,Teacher,200091,70946,6,53,21,1661,Product E,5.774713621,30
2944,52,Male,Teacher,140672,34711,4,68,14,5324,Product A,2.728815436,45
2945,33,Male,Doctor,67765,35554,2,96,8,4423,Product B,3.798985588,49
2946,29,Male,Manager,105038,50605,8,92,4,3091,Product D,8.302013426,42
2947,52,Male,Manager,116995,71214,8,0,13,8334,Product A,4.31710376,32
2948,45,Female,Doctor,120303,71304,6,27,6,3310,Product D,3.763000893,22
2949,60,Male,Doctor,120572,69071,7,57,24,5886,Product C,7.735847273,46
2950,48,Female,Teacher,117409,48557,7,1,18,7463,Product C,7.257296148,31
2951,40,Male,Doctor,70774,50573,10,40,24,5521,Product A,3.17445529,39
2952,34,Female,Doctor,232948,56662,7,20,12,7313,Product D,6.073934988,35
2953,58,Female,Doctor,88568,34278,2,86,4,9917,Product D,3.983374052,63
2954,62,Male,Doctor,138115,47697,7,36,18,2276,Product E,8.641871769,25
2955,49,Male,Teacher,35916,42752,1,35,23,4828,Product E,2.428444638,35
2956,20,Male,Doctor,74485,58876,6,84,24,7037,Product D,4.952318408,59
2957,43,Male,Engineer,126691,60896,7,25,24,6875,Product D,8.339884872,39
2958,52,Male,Manager,214158,40375,10,38,6,1386,Product C,0.84979861,19
2959,57,Female,Manager,250713,25717,5,92,18,6500,Product A,9.228507779,58
2960,49,Female,Manager,61042,30056,10,94,11,8765,Product D,6.861687306,64
2961,32,Female,Manager,94151,56697,9,29,17,4875,Product B,5.606398784,31
2962,57,Male,Engineer,252904,24738,5,57,2,6566,Product C,3.230416402,41
2963,18,Male,Doctor,128684,45049,6,31,11,4822,Product A,0.667418752,30
2964,36,Female,Manager,298102,74387,6,85,12,8892,Product C,4.779567735,61
2965,36,Female,Engineer,149486,24876,3,65,9,4501,Product D,8.354830475,39
2966,43,Male,Engineer,101407,62173,5,77,17,5843,Product E,4.834385632,50
2967,61,Female,Teacher,71297,30156,2,42,22,3368,Product E,8.250544579,32
2968,57,Female,Engineer,292118,55374,2,90,16,1981,Product A,4.767752942,41
2969,65,Female,Engineer,83734,24694,5,79,7,9636,Product B,4.205426462,60
2970,42,Male,Doctor,41079,40847,10,95,22,1724,Product E,7.20675938,44
2971,47,Female,Engineer,120385,64650,7,86,1,1894,Product E,3.252048582,35
2972,39,Female,Manager,298771,31544,7,47,2,2378,Product E,1.170650296,24
2973,43,Male,Engineer,254059,63349,8,86,1,4000,Product C,7.45398834,42
2974,30,Female,Doctor,251914,26155,8,66,11,5142,Product E,0.673050019,42
2975,51,Male,Engineer,277142,21205,3,100,11,4634,Product D,6.644043637,52
2976,47,Female,Teacher,139536,29400,6,28,21,9444,Product A,3.099948318,47
2977,57,Female,Doctor,157540,73678,5,73,9,9257,Product A,7.201909757,58
2978,48,Female,Doctor,228588,47169,9,30,10,3201,Product A,5.950900525,24
2979,37,Female,Doctor,146625,47790,10,62,0,8179,Product B,6.639024486,47
2980,21,Male,Teacher,117289,53844,10,64,21,9795,Product A,5.36302706,60
2981,44,Male,Manager,237059,18827,9,49,13,1135,Product B,5.159401971,24
2982,63,Male,Manager,278261,70165,3,46,23,7073,Product D,7.205341634,46
2983,38,Male,Teacher,288064,59785,9,62,11,4201,Product E,1.245886043,38
2984,57,Male,Doctor,143762,41083,4,66,14,8549,Product A,6.11364381,55
2985,25,Female,Teacher,121161,39310,2,57,15,2974,Product B,0.167280506,33
2986,45,Female,Manager,158950,61745,10,44,5,5446,Product C,1.600875966,34
2987,65,Male,Manager,281460,61733,5,24,24,1382,Product C,1.820738614,20
2988,47,Male,Doctor,66585,60079,9,17,6,2684,Product B,0.859350337,16
2989,29,Male,Manager,107837,68733,2,55,19,4902,Product A,6.317776351,41
2990,51,Female,Teacher,112641,47726,9,98,4,7778,Product D,5.928159426,59
2991,59,Female,Doctor,156389,53516,4,81,15,3161,Product B,6.324280568,42
2992,30,Male,Engineer,36131,38030,2,86,9,4730,Product B,0.320679953,47
2993,37,Male,Manager,259442,50251,8,59,20,5746,Product C,6.943615358,45
2994,64,Male,Manager,122538,23333,8,84,10,1128,Product A,4.905754376,35
2995,56,Female,Teacher,127134,22324,6,39,24,5981,Product E,8.744237798,40
2996,19,Female,Engineer,219757,43114,4,6,4,9366,Product B,4.227765219,34
2997,37,Male,Engineer,297366,17074,4,80,13,1440,Product C,6.090003999,35
2998,38,Female,Engineer,90379,56495,10,67,9,6187,Product A,3.263196329,45
2999,48,Female,Engineer,150424,30192,10,43,19,2283,Product E,2.450061358,28
3000,50,Male,Teacher,66015,49480,5,16,21,6721,Product E,1.065505895,34
3001,44,Male,Doctor,277472,44906,4,3,0,8761,Product E,9.128962651,30
3002,60,Male,Manager,108453,43262,6,81,6,1283,Product C,7.042051662,33
3003,49,Male,Teacher,177695,32628,10,34,7,2792,Product B,7.065907721,22
3004,56,Male,Doctor,232130,50122,6,28,10,1120,Product C,4.267327216,16
3005,48,Female,Engineer,33385,63894,10,80,7,1036,Product C,6.241042352,32
3006,26,Female,Doctor,175002,51980,7,1,20,8174,Product B,0.234279525,34
3007,63,Male,Manager,252315,45562,4,22,2,2461,Product A,1.159451245,16
3008,23,Male,Doctor,76717,20607,8,6,22,2560,Product D,7.089993276,17
3009,19,Female,Doctor,234637,20471,8,96,11,5372,Product E,8.884357944,53
3010,59,Male,Teacher,253029,16982,2,74,11,1158,Product A,0.275950094,32
3011,48,Male,Engineer,32155,46026,8,92,9,4962,Product B,5.737067985,50
3012,54,Female,Engineer,244371,23836,10,100,9,8970,Product A,9.216793724,66
3013,43,Male,Teacher,125390,39544,9,17,9,2790,Product A,6.549426867,17
3014,19,Female,Manager,53654,50915,1,23,13,4158,Product A,6.962828126,25
3015,65,Male,Manager,81699,40473,4,90,4,5640,Product E,5.510339968,50
3016,19,Male,Engineer,278172,71861,4,0,17,2234,Product D,6.320621148,13
3017,24,Female,Engineer,186850,40443,6,43,12,9466,Product A,2.456177599,49
3018,33,Male,Doctor,260366,58156,1,83,1,4670,Product A,4.074560166,43
3019,55,Male,Teacher,231149,65894,1,76,25,4546,Product C,0.521221297,48
3020,33,Female,Engineer,111213,42453,3,68,13,6529,Product A,7.402854501,48
3021,23,Male,Teacher,76879,26531,3,96,16,8277,Product C,3.237106747,64
3022,60,Female,Doctor,250188,73907,2,44,15,6204,Product C,1.437004053,40
3023,29,Female,Teacher,294396,73572,5,63,10,2310,Product E,0.673366421,32
3024,26,Female,Doctor,118031,46135,5,6,21,4385,Product D,2.783022078,23
3025,60,Male,Doctor,34684,18533,1,21,1,9437,Product A,0.161106239,38
3026,25,Male,Manager,296974,69322,3,92,7,8471,Product A,5.782145212,61
3027,55,Male,Manager,87315,49220,4,55,11,8353,Product D,7.163563752,49
3028,36,Female,Doctor,280246,46132,5,59,4,6789,Product A,0.776100647,43
3029,49,Female,Engineer,103971,45166,10,40,1,9194,Product B,7.271001263,44
3030,36,Male,Manager,160607,19576,8,85,3,2654,Product B,0.66274799,38
3031,58,Female,Doctor,58297,55471,6,23,2,7741,Product E,7.299345684,34
3032,18,Male,Manager,136409,64737,9,70,11,1844,Product E,7.661229929,33
3033,58,Female,Teacher,243103,28929,6,43,14,3280,Product E,7.132348474,29
3034,20,Female,Teacher,124936,44327,7,40,9,6350,Product B,3.556278496,37
3035,32,Male,Manager,296111,52459,7,76,14,9057,Product B,0.650384767,60
3036,27,Female,Manager,272011,43505,10,48,4,7382,Product D,4.413847178,41
3037,54,Male,Manager,139984,20741,3,79,4,8342,Product A,5.104064782,55
3038,61,Female,Teacher,90031,71802,10,4,18,1535,Product C,6.16080123,12
3039,36,Female,Manager,238621,65321,4,73,22,8497,Product C,9.079858495,59
3040,21,Female,Manager,131720,55643,10,72,8,1101,Product C,3.153051341,30
3041,39,Male,Teacher,184076,17892,4,5,7,4032,Product E,9.37418302,17
3042,47,Female,Teacher,236579,21442,1,24,20,9865,Product E,8.002782319,47
3043,60,Male,Manager,139868,33670,7,74,5,3281,Product C,1.714147054,37
3044,44,Female,Doctor,49506,28825,1,65,19,4713,Product E,9.732357788,43
3045,53,Female,Doctor,53578,18950,2,51,7,8131,Product E,6.61292108,46
3046,48,Male,Teacher,59549,31072,9,21,16,4499,Product D,5.962830611,27
3047,21,Male,Manager,94523,35582,1,49,20,5472,Product D,7.736964316,41
3048,63,Male,Teacher,154691,53840,7,41,9,5524,Product D,5.281372996,35
3049,36,Female,Manager,245550,54100,4,59,11,7556,Product B,9.18548245,48
3050,35,Female,Doctor,141695,61595,10,87,0,9341,Product E,4.589150015,60
3051,34,Female,Doctor,206700,45471,6,50,14,3242,Product A,6.130866569,32
3052,29,Male,Engineer,204131,24577,4,70,6,9770,Product A,3.860068219,57
3053,29,Male,Teacher,40160,70785,6,67,19,8897,Product C,6.777505567,58
3054,36,Female,Manager,120798,41285,1,19,14,6256,Product D,1.681041937,31
3055,22,Male,Manager,118985,48662,2,91,4,5118,Product D,7.144325046,48
3056,35,Female,Doctor,190523,38546,3,3,12,7098,Product C,6.917719786,28
3057,24,Female,Manager,235186,46603,2,19,23,6559,Product E,3.53353204,35
3058,44,Male,Teacher,131461,55904,1,96,16,9252,Product B,2.883574177,68
3059,61,Female,Teacher,205493,24707,2,18,23,8600,Product D,6.324876483,42
3060,30,Female,Engineer,84641,19089,7,83,13,8646,Product E,2.809617318,60
3061,39,Male,Engineer,114910,65509,10,47,16,3185,Product E,1.318190551,31
3062,34,Male,Doctor,88414,66785,4,6,16,8550,Product B,4.933760176,35
3063,40,Female,Doctor,30573,73730,8,43,22,9314,Product D,7.35322387,52
3064,28,Male,Teacher,164146,38174,3,5,7,6261,Product C,4.426156548,24
3065,29,Male,Manager,121480,42624,4,71,0,1075,Product A,8.62272878,27
3066,27,Female,Teacher,48933,38384,4,10,7,5471,Product B,6.558310825,23
3067,25,Female,Doctor,41112,28390,1,5,23,6059,Product C,9.983676588,29
3068,38,Male,Doctor,280784,42877,3,41,7,9154,Product C,0.665755607,46
3069,64,Female,Teacher,168998,43811,5,10,17,4208,Product C,0.018393023,23
3070,60,Female,Engineer,224400,32480,10,4,25,9848,Product D,3.43268097,42
3071,35,Female,Doctor,126438,33671,1,48,23,1600,Product E,6.119879125,29
3072,26,Male,Teacher,80088,52733,7,26,20,2780,Product E,1.87626044,24
3073,27,Female,Engineer,69247,48326,4,65,19,2322,Product E,3.912828259,35
3074,32,Female,Teacher,122760,29964,10,29,8,4886,Product B,6.029675539,28
3075,53,Male,Doctor,288631,64340,5,9,14,4052,Product C,9.532760713,21
3076,65,Female,Manager,225521,23721,6,46,17,8295,Product C,5.523603038,48
3077,42,Female,Engineer,133134,18637,3,40,19,6731,Product D,7.603824053,42
3078,63,Male,Manager,157752,45790,7,38,7,8017,Product B,9.464439547,41
3079,63,Female,Engineer,235451,42572,3,45,5,3717,Product C,9.660149937,29
3080,40,Female,Manager,279850,64295,6,15,1,6726,Product A,2.081535647,27
3081,22,Female,Teacher,204802,67067,4,19,13,6746,Product C,4.547338989,33
3082,25,Male,Teacher,186685,30812,10,18,5,1867,Product D,1.502785375,13
3083,58,Female,Engineer,121408,49078,2,76,2,7048,Product C,6.008301187,49
3084,39,Male,Doctor,144914,26015,6,80,1,3795,Product E,1.928138115,39
3085,31,Male,Teacher,255434,32638,6,52,20,4079,Product E,2.606624016,37
3086,25,Female,Manager,241003,70937,7,76,7,7155,Product D,8.435130737,51
3087,30,Male,Manager,285706,74984,9,6,11,6558,Product E,1.08688233,27
3088,51,Female,Doctor,39419,34845,6,83,7,2296,Product A,6.825301591,37
3089,31,Male,Manager,113172,25598,9,29,11,8928,Product D,1.166981726,43
3090,64,Male,Doctor,73264,54175,5,15,10,7397,Product D,7.3083798,32
3091,24,Female,Manager,199444,29772,6,40,9,5974,Product B,2.620764354,36
3092,38,Female,Manager,121624,47667,8,77,16,2102,Product C,4.329054415,38
3093,42,Male,Doctor,42800,39024,8,90,19,8540,Product B,8.093803997,64
3094,36,Female,Manager,281336,68931,8,50,12,8718,Product D,2.783326906,49
3095,24,Female,Doctor,41105,46945,5,55,21,5118,Product B,0.764935933,42
3096,60,Female,Doctor,158566,73552,2,6,13,8992,Product D,4.759814109,36
3097,44,Male,Teacher,105169,65238,4,1,22,7572,Product C,7.914545974,32
3098,21,Female,Doctor,128378,27991,10,91,12,4190,Product A,6.258046427,48
3099,39,Female,Engineer,125991,22019,4,1,19,4360,Product C,0.986556745,21
3100,28,Male,Manager,67914,48677,2,3,11,5798,Product C,6.072488398,23
3101,38,Female,Engineer,150029,19748,2,96,22,9441,Product C,7.190905897,70
3102,52,Female,Manager,57614,71159,10,37,25,4026,Product E,2.012177327,34
3103,61,Female,Doctor,260139,64417,8,25,7,8526,Product C,6.309862445,39
3104,46,Female,Manager,137204,39469,3,72,5,6035,Product C,6.88417189,45
3105,22,Female,Doctor,120693,21133,8,21,4,6492,Product C,3.18397466,29
3106,55,Male,Engineer,118049,64251,6,89,17,3956,Product E,2.105794537,48
3107,65,Male,Doctor,47307,36884,1,48,16,5993,Product B,3.769802269,41
3108,64,Female,Engineer,213783,26336,2,32,17,1730,Product B,9.781657987,22
3109,22,Male,Engineer,181641,29811,3,77,19,8408,Product A,7.444894457,60
3110,53,Female,Manager,33967,68791,4,96,14,7931,Product D,5.309510361,63
3111,25,Male,Teacher,49054,67271,7,74,1,8050,Product E,6.199972717,51
3112,24,Female,Teacher,283794,36407,10,5,19,1973,Product C,2.878197075,14
3113,45,Female,Manager,40818,38266,3,89,19,9343,Product C,7.141909974,67
3114,18,Female,Doctor,291812,48074,4,85,20,9084,Product D,8.652669579,65
3115,65,Female,Engineer,99687,25465,3,52,9,7170,Product D,2.498676828,44
3116,18,Male,Manager,165718,27119,3,69,1,1187,Product E,4.020776968,27
3117,45,Male,Teacher,111507,36942,9,25,11,2774,Product A,1.00566954,21
3118,29,Male,Engineer,241223,60427,7,16,9,5537,Product B,5.003269077,26
3119,64,Female,Engineer,138653,32418,9,11,12,1651,Product C,3.119017514,13
3120,18,Male,Teacher,250190,47707,1,19,5,3620,Product A,0.96783088,20
3121,51,Male,Doctor,37576,24362,6,27,2,4813,Product C,2.745583663,25
3122,37,Male,Engineer,36395,30133,5,53,0,3332,Product B,1.17128097,28
3123,25,Male,Manager,195164,59807,6,96,12,9431,Product A,8.85645664,67
3124,61,Female,Manager,91837,48169,9,32,0,4345,Product E,5.33793053,25
3125,33,Male,Doctor,99314,15891,6,59,20,8054,Product D,8.058468086,53
3126,31,Female,Engineer,251617,21150,4,48,22,2459,Product E,8.079084343,31
3127,21,Male,Engineer,79447,24562,6,39,7,3351,Product B,7.405476333,26
3128,38,Female,Doctor,241475,71902,3,10,17,9453,Product B,9.068352394,40
3129,27,Female,Engineer,243508,45397,6,72,17,4453,Product A,7.496964113,44
3130,46,Female,Engineer,160934,54102,5,77,10,2517,Product E,4.870528927,37
3131,63,Male,Doctor,197386,44193,2,32,0,6169,Product C,4.233704749,31
3132,49,Female,Doctor,160405,67280,9,60,9,9919,Product B,7.154264684,56
3133,62,Male,Engineer,222534,50621,1,80,10,3012,Product D,4.320292509,40
3134,47,Male,Engineer,81049,50915,6,19,9,4985,Product C,2.949477729,25
3135,24,Female,Teacher,152990,22746,9,58,13,5669,Product A,9.517487129,42
3136,38,Female,Manager,153836,60031,2,29,8,3718,Product E,0.873445138,24
3137,58,Male,Doctor,169996,51658,8,37,10,1837,Product C,2.876722079,21
3138,53,Male,Teacher,124259,47021,7,47,20,4158,Product E,3.635617599,36
3139,37,Male,Manager,200963,57190,5,49,21,1442,Product E,3.098846945,28
3140,19,Male,Manager,122999,66678,8,86,19,5754,Product A,2.283855315,54
3141,27,Female,Doctor,179594,23074,2,41,5,5399,Product D,5.768424234,33
3142,40,Female,Engineer,112090,72746,8,100,19,8869,Product A,5.192624559,69
3143,45,Male,Teacher,217013,41574,9,100,9,3199,Product B,1.028735732,46
3144,22,Female,Manager,113593,28632,10,23,17,3410,Product B,8.510888727,24
3145,63,Male,Teacher,142442,67674,8,0,9,2750,Product B,7.431490651,12
3146,57,Male,Manager,112326,60026,2,31,20,9205,Product E,2.682487218,47
3147,27,Male,Doctor,260045,49471,10,52,23,9203,Product A,6.870593796,55
3148,59,Male,Teacher,98283,33304,5,16,22,7351,Product C,0.883231743,37
3149,20,Female,Engineer,274802,33138,5,22,6,1521,Product D,1.833085072,14
3150,49,Female,Engineer,235978,31449,10,55,5,5960,Product B,7.33243284,39
3151,44,Male,Doctor,49957,21983,1,1,4,2021,Product E,6.186387091,8
3152,34,Male,Manager,91742,69940,6,41,8,5178,Product E,0.614312994,33
3153,45,Male,Manager,206098,74693,2,11,14,7452,Product E,9.132436202,33
3154,39,Female,Engineer,36058,69417,6,59,0,4916,Product C,2.306374332,36
3155,33,Female,Teacher,173220,45263,1,98,4,8830,Product A,8.276372051,63
3156,55,Female,Engineer,242030,43631,10,89,1,2020,Product D,4.395370178,36
3157,43,Female,Doctor,276967,66351,2,31,2,5650,Product B,5.883524089,29
3158,42,Female,Teacher,244228,71049,1,98,23,5470,Product A,3.039832464,58
3159,59,Female,Doctor,155248,74143,1,79,8,2177,Product B,8.555955003,36
3160,32,Female,Engineer,88186,45056,6,9,20,9299,Product E,3.767491317,40
3161,30,Male,Teacher,187494,53376,1,66,1,8656,Product B,9.548983849,51
3162,44,Female,Engineer,162993,29702,8,91,8,2086,Product D,3.149208264,39
3163,37,Female,Doctor,256740,27289,8,98,14,5016,Product D,5.932187185,54
3164,32,Male,Teacher,126559,28799,5,0,11,8241,Product C,3.45178637,31
3165,64,Male,Engineer,101499,41614,9,79,19,1286,Product E,6.557520875,36
3166,48,Male,Manager,247977,42720,3,76,20,2293,Product C,8.103510432,39
3167,24,Female,Teacher,248052,53135,8,87,11,8818,Product C,6.041277751,62
3168,56,Female,Manager,227345,21230,8,57,25,5898,Product A,5.055468473,46
3169,57,Female,Engineer,41124,31254,2,44,0,9128,Product C,2.70405485,45
3170,36,Female,Manager,295278,21554,4,56,1,9731,Product A,2.207626881,51
3171,62,Female,Teacher,45226,61685,10,27,25,6152,Product B,6.157353391,37
3172,18,Female,Teacher,130740,39413,1,15,8,2538,Product A,0.504887946,16
3173,56,Female,Teacher,97169,41941,2,49,13,2879,Product D,5.001498388,30
3174,41,Male,Manager,80483,56957,6,60,20,2354,Product B,8.356615147,34
3175,20,Female,Teacher,106840,50740,10,8,3,7686,Product E,4.00430115,29
3176,24,Male,Engineer,178839,44261,4,57,3,4996,Product B,9.289388556,36
3177,64,Female,Teacher,146376,54697,8,42,17,1581,Product D,9.750343848,24
3178,52,Male,Doctor,51465,70773,5,35,12,4101,Product C,9.948693002,29
3179,64,Female,Teacher,285525,61283,3,17,24,8729,Product C,2.886396341,42
3180,22,Female,Engineer,100235,55405,8,82,12,8385,Product A,7.512224281,59
3181,60,Female,Doctor,39377,38341,7,43,23,2661,Product A,5.836007129,30
3182,33,Female,Teacher,69522,31554,9,88,20,5124,Product B,2.641562935,53
3183,51,Male,Manager,150748,35046,6,17,19,4661,Product C,8.016564296,27
3184,50,Male,Teacher,138883,68298,6,33,3,3560,Product E,1.47483679,23
3185,32,Female,Doctor,52348,48449,7,17,10,7296,Product B,4.250795498,33
3186,36,Male,Teacher,239573,42087,7,95,21,5975,Product A,8.266983313,58
3187,20,Male,Teacher,84225,54995,2,83,0,6048,Product B,7.59681548,47
3188,21,Male,Engineer,34752,18615,7,20,8,9487,Product C,0.951683429,40
3189,29,Male,Doctor,103824,65748,6,37,11,3536,Product C,0.267451114,27
3190,64,Female,Doctor,233397,58398,3,40,22,4358,Product E,1.383262558,35
3191,56,Female,Manager,216327,70588,5,67,23,3679,Product D,9.873716933,42
3192,50,Female,Engineer,125102,22460,9,2,0,1208,Product A,9.264709573,4
3193,56,Female,Teacher,86039,30178,3,88,2,6479,Product B,9.384010767,51
3194,21,Male,Engineer,64771,37980,7,48,13,2950,Product A,1.636248216,30
